Date,close
2012-01-01,879.0
2012-01-08,869.0
2012-01-22,864.5
2012-01-29,833.75
2012-02-05,838.25
2012-02-12,835.6
2012-02-26,848.0
2012-03-04,867.2
2012-03-11,883.3333333333334
2012-03-18,867.8
2012-03-25,878.0
2012-04-01,862.8
2012-04-08,888.0
2012-04-15,952.8
2012-04-22,1102.75
2012-04-29,1455.0
2012-05-13,1445.8
2012-05-20,1386.6
2012-05-27,1399.4
2012-06-03,1264.0
2012-06-10,1233.6
2012-06-17,1209.4
2012-07-01,1253.2
2012-07-08,1280.2
2012-07-15,1311.8
2012-07-22,1401.6
2012-07-29,1463.4
2012-08-05,1457.5
2012-08-12,1469.5
2012-08-19,1457.2
2012-08-26,1457.75
2012-09-02,1445.2
2012-09-09,1451.4
2012-09-16,1472.4
2012-09-23,1475.6
2012-09-30,1418.0
2012-10-07,1263.1666666666667
2012-10-14,1151.2
2012-11-04,1246.25
2012-11-11,1391.4
2012-11-18,1479.0
2012-11-25,1524.0
2012-12-02,1473.4
2012-12-09,1475.4
2012-12-16,1479.6
2012-12-23,1551.8
2013-01-06,1675.6
2013-01-13,1651.8
2013-01-20,1617.5
2013-02-03,1597.5
2013-02-10,1619.2
2013-02-17,1770.0
2013-02-24,1851.75
2013-03-03,1885.8
2013-03-17,1908.25
2013-03-24,1872.6
2013-03-31,1834.5
2013-04-07,1809.6
2013-04-21,1821.0
2013-04-28,1779.75
2013-05-05,1761.25
2013-05-12,1687.6
2013-05-19,1715.8
2013-05-26,1745.2
2013-06-02,1760.0
2013-06-09,1746.0
2013-06-16,1738.8
2013-06-23,1717.2
2013-06-30,1746.8
2013-07-07,1744.0
2013-07-14,1782.0
2013-07-21,1843.0
2013-07-28,1897.8
2013-08-04,1912.0
2013-08-11,1891.6
2013-08-18,1833.8
2013-08-25,1851.0
2013-09-01,1842.0
2013-09-08,1856.4
2013-09-15,1963.6
2013-09-22,1987.75
2013-09-29,1977.0
2013-10-06,1978.8
2013-10-20,2107.5
2013-10-27,2170.0
2013-11-24,2487.0
2013-12-01,2414.2
2013-12-08,2650.2
2013-12-15,2276.0
2013-12-22,2389.25
2013-12-29,2255.75
2014-01-05,2152.75
2014-01-12,2160.2
2014-01-19,2219.75
2014-01-26,2113.8
2014-02-02,2060.5
2014-02-09,2050.25
2014-02-16,2112.4
2014-02-23,2099.75
2014-03-09,2037.0
2014-03-23,1859.0
2014-04-06,1922.0
2014-04-13,1972.25
2014-04-20,1969.5
2014-04-27,1925.0
2014-05-04,1923.75
2014-05-11,2011.0
2014-05-18,1977.0
2014-05-25,1907.2
2014-06-01,1989.75
2014-06-08,2064.8
2014-06-15,2180.6
2014-06-29,2273.6
2014-07-06,2348.0
2014-07-13,2473.4
2014-07-20,2554.2
2014-07-27,2639.8
2014-08-03,2586.0
2014-08-24,2461.8
2014-08-31,2364.4
2014-09-07,2363.25
2014-09-14,2305.25
2014-09-21,2272.4
2014-09-28,2269.0
2014-10-12,2370.0
2014-10-19,2311.4
2014-10-26,2336.0
2014-11-02,2332.25
2014-11-09,2210.6
2014-11-16,2015.8
2014-11-23,1698.6
2014-11-30,1697.0
2014-12-07,1690.4
2014-12-14,1777.4
2014-12-28,1846.4
2014-12-28,1846.4
2015-01-04,1862.0
2015-01-11,1873.6
2015-01-18,1877.0
2015-01-25,1955.5
2015-02-01,2001.4
2015-02-08,2020.6
2015-02-15,1998.2
2015-02-22,1980.5
2015-03-01,1939.4
2015-03-15,1946.6
2015-03-22,1910.4
2015-03-29,1887.4
2015-04-05,1877.0
2015-04-12,1898.0
2015-04-19,1922.5
2015-05-31,1660.4
2015-06-07,1877.4
2015-06-14,1951.7142857142858
2015-06-21,1884.0
2015-06-28,1884.2
2015-07-05,1910.2
2015-07-12,1919.8
2015-07-26,2000.3333333333333
2015-08-02,2280.0
2015-08-09,2315.2
2015-08-16,2505.2
2015-08-23,2690.8333333333335
2015-09-06,2514.6
2015-09-13,2509.2
2015-10-04,2542.2
2015-10-11,2400.0
2015-10-18,2364.3333333333335
2015-10-25,2378.0
2015-11-01,2268.5
2015-11-08,2271.8
2015-11-15,2298.3333333333335
2015-11-22,2272.5
2015-11-29,2128.0
2015-12-06,2131.4
2015-12-13,1907.6
2015-12-20,1855.2
2015-12-27,1815.2
2016-01-03,1843.25
2016-01-10,1806.0
2016-01-17,1840.0
2016-01-24,1912.2
2016-01-31,1896.6
2016-02-07,1911.4
2016-02-14,1910.3333333333333
2016-02-21,1893.2
2016-02-28,1932.2
2016-03-06,1903.0
2016-03-13,1902.0
2016-03-20,1898.0
2016-03-27,1985.0
2016-04-03,2082.6
2016-04-10,2084.5
2016-04-17,2112.25
2016-04-24,2224.4
2016-05-08,2269.0
2016-05-15,2261.0
2016-05-22,2264.2
2016-05-29,2280.8
2016-06-05,2207.8
2016-06-12,2250.2
2016-06-19,2289.8
2016-06-26,2322.0
2016-07-03,2436.2
2016-07-10,2386.25
2016-07-17,2357.4
2016-07-31,2460.8
2016-08-07,2392.6
2016-08-14,2323.8
2016-08-21,2281.25
2016-08-28,2297.75
2016-09-04,2371.5
2016-09-11,2447.6
2016-09-18,2390.0
2016-09-25,1938.3333333333333
2016-10-02,1777.0
2016-10-16,1770.0
2016-10-23,1780.6
2016-11-13,1715.0
2016-11-20,1686.6
2016-11-27,1603.0
2016-12-04,1666.0
2016-12-11,1628.6
2016-12-18,1581.25
2017-01-01,1502.2
2017-01-08,1519.8
2017-01-15,1544.4
2017-01-22,1504.6
2017-02-05,1421.4
2017-02-12,1379.0
2017-02-19,1418.8
2017-02-26,1479.2
2017-03-05,1416.25
2017-03-19,1444.8
2017-03-26,1477.2
2017-04-02,1568.5
2017-04-09,1573.75
2017-04-16,1587.2
2017-04-23,1551.25
2017-04-30,1577.6
2017-05-07,1549.75
2017-05-21,1556.4
2017-05-28,1545.0
2017-06-04,1494.75
2017-06-11,1503.6
2017-06-18,1462.2
2017-06-25,1458.6
2017-07-02,1489.6666666666667
2017-07-09,1485.2
2017-07-16,1514.2
2017-07-23,1637.2
2017-07-30,1617.8
2017-08-06,1658.0
2017-08-13,1764.0
2017-08-20,1727.5
2017-08-27,1735.0
2017-09-10,1667.0
2017-09-17,1291.2
2017-09-24,1257.3333333333333
2017-10-08,1242.6666666666667
2017-10-15,1205.8
2017-10-22,1276.75
2017-10-29,1246.75
2017-11-05,1216.4
2017-11-12,1162.8
2017-11-19,1182.2
2017-11-26,1158.4
2017-12-10,1167.0
2017-12-17,1159.6
2017-12-24,1153.8
2017-12-31,1097.25
2018-01-07,1072.2
2018-01-14,1078.5
2018-01-21,1036.0
2018-01-28,1034.0
2018-02-04,1074.5
2018-02-11,1070.0
2018-02-18,1086.5
2018-02-25,1088.75
2018-03-04,1055.25
2018-03-11,1047.25
2018-03-18,1030.2
2018-04-01,949.4
2018-04-08,965.8
2018-04-15,989.4
2018-04-22,1031.6
2018-04-29,1033.0
2018-05-06,1007.6666666666666
2018-05-20,1000.8
2018-05-27,992.0
2018-06-03,998.2
2018-06-10,975.0
2018-06-17,953.0
2018-06-24,941.6
2018-07-01,929.8
2018-07-08,924.2
2018-07-15,917.0
2018-07-22,904.2
2018-07-29,902.2
2018-08-05,906.6
2018-08-12,904.0
2018-08-19,933.0
2018-08-26,944.6
2018-09-02,948.25
2018-09-09,967.0
2018-09-16,966.4
2018-09-23,964.75
2018-09-30,960.5
2018-10-07,940.6
2018-10-14,931.6
2018-10-21,953.0
2018-10-28,954.2
2018-11-04,943.6
2018-11-11,931.6666666666666
2018-11-18,916.8
2018-11-25,904.6
2018-12-02,882.6
2018-12-09,855.2
2018-12-16,851.8
2018-12-23,858.2
2018-12-30,865.0
2019-01-06,847.8
2019-01-13,835.8
2019-01-20,843.4
2019-01-27,840.2
2019-02-03,836.6
2019-02-10,828.4
2019-02-17,819.4
2019-02-24,792.6
2019-03-03,712.5
2019-03-10,687.0
2019-03-17,713.6
2019-03-24,716.75
2019-03-31,711.8
2019-04-07,722.4
2019-04-21,792.2
2019-04-28,878.4
2019-05-05,851.5
2019-05-12,845.8
2019-05-19,846.2
2019-05-26,838.4
2019-06-02,839.4
2019-06-16,821.8
2019-06-23,812.2
2019-06-30,801.4
2019-07-07,790.4
2019-07-14,810.4
2019-07-21,805.0
2019-07-28,805.4
2019-08-04,800.8
2019-08-11,790.8
2019-08-18,781.4
2019-08-25,777.4
2019-09-01,772.4
2019-09-08,773.0
2019-09-15,769.2
2019-09-22,761.4
2019-09-29,758.0
2019-10-20,761.4
2019-11-03,760.5
2019-11-10,763.2
2019-11-17,751.4
2019-11-24,745.6
2019-12-01,728.0
2019-12-08,726.8
2019-12-15,743.8
2019-12-22,747.4
2019-12-29,687.2
2020-01-05,685.6
2020-01-12,719.6
2020-01-19,743.0
2020-01-26,740.0
2020-02-02,731.4
2020-02-09,731.6
2020-02-16,722.4
2020-02-23,759.8
2020-03-01,875.8
2020-03-15,782.75
2020-03-22,725.4
